raw_title,price,model_id,category,source_type,transform,original_title
"מייבש כביסה Samsung DV90DG52A0AE  ‏9 ‏ק""ג",2749.0,1243868,מייבשי כביסה,seed,original,"מייבש כביסה Samsung DV90DG52A0AE  ‏9 ‏ק""ג"
השוואה ב-28 חנויות,2749.0,1243868,מייבשי כביסה,zap_variant,real_variant,"מייבש כביסה Samsung DV90DG52A0AE  ‏9 ‏ק""ג"
השוואת מחירים,2749.0,1243868,מייבשי כביסה,zap_variant,real_variant,"מייבש כביסה Samsung DV90DG52A0AE  ‏9 ‏ק""ג"
Samsung DV90DG52A0AE – מייבש כביסה 9 ק''ג בטכנולוגיית Heatpump | יבואן רשמי,2749.0,1243868,מייבשי כביסה,zap_variant,real_variant,"מייבש כביסה Samsung DV90DG52A0AE  ‏9 ‏ק""ג"
קנו עכשיו,2749.0,1243868,מייבשי כביסה,zap_variant,real_variant,"מייבש כביסה Samsung DV90DG52A0AE  ‏9 ‏ק""ג"
מייבש כביסה Samsung DV90DG52A0AE ‏9 ‏קג סמסונג,2749.0,1243868,מייבשי כביסה,zap_variant,real_variant,"מייבש כביסה Samsung DV90DG52A0AE  ‏9 ‏ק""ג"
Samsung DV90DG52A0AE – מייבש כביסה 9 ק''ג בטכנולוגיית Heatpump,2749.0,1243868,מייבשי כביסה,zap_variant,real_variant,"מייבש כביסה Samsung DV90DG52A0AE  ‏9 ‏ק""ג"
"מייבש כביסה Samsung DV90DG52A0AE ‏9 ‏ק""ג סמסונג",2749.0,1243868,מייבשי כביסה,zap_variant,real_variant,"מייבש כביסה Samsung DV90DG52A0AE  ‏9 ‏ק""ג"
מייבש כביסה קונדנסור 9 ק''ג כולל משאבת חום Samsung DV90DG52A0AE | סמסונג,2749.0,1243868,מייבשי כביסה,zap_variant,real_variant,"מייבש כביסה Samsung DV90DG52A0AE  ‏9 ‏ק""ג"
מייבש כביסה קונדנסור 9 ק''ג כולל משאבת חום Samsung סמסונג DV90DG52A0AE *ניופרו היבואן הרשמי*,2749.0,1243868,מייבשי כביסה,zap_variant,real_variant,"מייבש כביסה Samsung DV90DG52A0AE  ‏9 ‏ק""ג"
מייבש כביסה קונדנסור - Samsung DV90DG52A0AE,2749.0,1243868,מייבשי כביסה,zap_variant,real_variant,"מייבש כביסה Samsung DV90DG52A0AE  ‏9 ‏ק""ג"
מייבש כביסה 9 ק''ג קונדנסור Samsung DV90DG52A0AE,2749.0,1243868,מייבשי כביסה,zap_variant,real_variant,"מייבש כביסה Samsung DV90DG52A0AE  ‏9 ‏ק""ג"
מייבש כביסה Samsung DV90DG52A0AE ‏9 ‏ק''ג יבואן רשמי,2749.0,1243868,מייבשי כביסה,zap_variant,real_variant,"מייבש כביסה Samsung DV90DG52A0AE  ‏9 ‏ק""ג"
מייבש כביסה 9 ק''ג Samsung DV90DG52A0AE משאבת חום - סמסונג ישראל היבואן הרישמי,2749.0,1243868,מייבשי כביסה,zap_variant,real_variant,"מייבש כביסה Samsung DV90DG52A0AE  ‏9 ‏ק""ג"
"מייבש כביסה קונדנסור - 9 ק""ג כולל משאבת חום Samsung סמסונג DV90DG52A0AE",2749.0,1243868,מייבשי כביסה,zap_variant,real_variant,"מייבש כביסה Samsung DV90DG52A0AE  ‏9 ‏ק""ג"
מייבש כביסה Samsung DV90DG52A0AE יבואן רשמי,2749.0,1243868,מייבשי כביסה,zap_variant,real_variant,"מייבש כביסה Samsung DV90DG52A0AE  ‏9 ‏ק""ג"
"מייבש כביסה 9 ק""ג SAMSUNG סמסונג דגם DV90DG52A0AE",2749.0,1243868,מייבשי כביסה,zap_variant,real_variant,"מייבש כביסה Samsung DV90DG52A0AE  ‏9 ‏ק""ג"
"מייבש כביסה משאבת חום 9 ק""ג סמסונג דגם DV90DG52A0AE",2749.0,1243868,מייבשי כביסה,zap_variant,real_variant,"מייבש כביסה Samsung DV90DG52A0AE  ‏9 ‏ק""ג"
מייבש כביסה משאבת חום 9 קילו סמסונג SAMSUNG DV90DG52A0AE,2749.0,1243868,מייבשי כביסה,zap_variant,real_variant,"מייבש כביסה Samsung DV90DG52A0AE  ‏9 ‏ק""ג"
מייבש כביסה Samsung DV90DG52A0AE ‏9 ‏ק''ג סמסונג,2749.0,1243868,מייבשי כביסה,zap_variant,real_variant,"מייבש כביסה Samsung DV90DG52A0AE  ‏9 ‏ק""ג"
מייבש כביסה פתח חזית HeatPump קונדנסור 9 ק''ג Samsung SmartThings DV90DG52A0AE - צבע לבן דלת שחורה,2749.0,1243868,מייבשי כביסה,zap_variant,real_variant,"מייבש כביסה Samsung DV90DG52A0AE  ‏9 ‏ק""ג"
"מייבש כביסה קונדנסור - 9 ק""ג כולל משאבת חום Samsung DV90DG52A0AE סמסונג - Samsung Samsung",2749.0,1243868,מייבשי כביסה,zap_variant,real_variant,"מייבש כביסה Samsung DV90DG52A0AE  ‏9 ‏ק""ג"
מייבש כביסה משאבת חום 9 ק''ג סמסונג דגם Samsung DV90DG52A0AE ניופרו,2749.0,1243868,מייבשי כביסה,zap_variant,real_variant,"מייבש כביסה Samsung DV90DG52A0AE  ‏9 ‏ק""ג"
מייבש כביסה SAMSUNG DV90DG52A0AE,2749.0,1243868,מייבשי כביסה,zap_variant,real_variant,"מייבש כביסה Samsung DV90DG52A0AE  ‏9 ‏ק""ג"
"DV90DG52A0AE מייבש כביסה 9 ק""ג בטכנולוגי",2749.0,1243868,מייבשי כביסה,zap_variant,real_variant,"מייבש כביסה Samsung DV90DG52A0AE  ‏9 ‏ק""ג"
"‏מזגן עילי Tadiran Sfera Inverter 10 NG  ‏1.0 ‏כ""ס",972.0,1244668,מזגנים,seed,original,"‏מזגן עילי Tadiran Sfera Inverter 10 NG  ‏1.0 ‏כ""ס"
השוואה ב-27 חנויות,972.0,1244668,מזגנים,zap_variant,real_variant,"‏מזגן עילי Tadiran Sfera Inverter 10 NG  ‏1.0 ‏כ""ס"
השוואת מחירים,972.0,1244668,מזגנים,zap_variant,real_variant,"‏מזגן עילי Tadiran Sfera Inverter 10 NG  ‏1.0 ‏כ""ס"
מזגן עילי Tadiran Sfera Inverter 10 NG יבואן רשמי,972.0,1244668,מזגנים,zap_variant,real_variant,"‏מזגן עילי Tadiran Sfera Inverter 10 NG  ‏1.0 ‏כ""ס"
קנו עכשיו,972.0,1244668,מזגנים,zap_variant,real_variant,"‏מזגן עילי Tadiran Sfera Inverter 10 NG  ‏1.0 ‏כ""ס"
"‏מזגן עילי Tadiran Sfera Inverter 15 NG  ‏1.25 ‏כ""ס",1156.0,1244669,מזגנים,seed,original,"‏מזגן עילי Tadiran Sfera Inverter 15 NG  ‏1.25 ‏כ""ס"
השוואה ב-28 חנויות,1156.0,1244669,מזגנים,zap_variant,real_variant,"‏מזגן עילי Tadiran Sfera Inverter 15 NG  ‏1.25 ‏כ""ס"
השוואת מחירים,1156.0,1244669,מזגנים,zap_variant,real_variant,"‏מזגן עילי Tadiran Sfera Inverter 15 NG  ‏1.25 ‏כ""ס"
"‏מזגן עילי Tadiran Sfera Inverter 18 NG  ‏1.5 ‏כ""ס",1869.0,1244670,מזגנים,seed,original,"‏מזגן עילי Tadiran Sfera Inverter 18 NG  ‏1.5 ‏כ""ס"
השוואה ב-25 חנויות,1869.0,1244670,מזגנים,zap_variant,real_variant,"‏מזגן עילי Tadiran Sfera Inverter 18 NG  ‏1.5 ‏כ""ס"
השוואת מחירים,1869.0,1244670,מזגנים,zap_variant,real_variant,"‏מזגן עילי Tadiran Sfera Inverter 18 NG  ‏1.5 ‏כ""ס"
"‏מזגן עילי Tadiran Sfera Inverter 21 NG  ‏2.0 ‏כ""ס",2161.0,1244671,מזגנים,seed,original,"‏מזגן עילי Tadiran Sfera Inverter 21 NG  ‏2.0 ‏כ""ס"
השוואה ב-27 חנויות,2161.0,1244671,מזגנים,zap_variant,real_variant,"‏מזגן עילי Tadiran Sfera Inverter 21 NG  ‏2.0 ‏כ""ס"
השוואת מחירים,2161.0,1244671,מזגנים,zap_variant,real_variant,"‏מזגן עילי Tadiran Sfera Inverter 21 NG  ‏2.0 ‏כ""ס"
מזגן עילי Tadiran Supreme Inverter 180NG Carbon אפורר קרבון יבואן רשמי,2477.0,1245761,מזגנים,seed,original,מזגן עילי Tadiran Supreme Inverter 180NG Carbon אפורר קרבון יבואן רשמי
קנו עכשיו,2477.0,1245761,מזגנים,zap_variant,real_variant,מזגן עילי Tadiran Supreme Inverter 180NG Carbon אפורר קרבון יבואן רשמי
"‏מזגן עילי Tornado Smart INV 12X Wifi EU  ‏1.0 ‏כ""ס",1249.0,1245862,מזגנים,seed,original,"‏מזגן עילי Tornado Smart INV 12X Wifi EU  ‏1.0 ‏כ""ס"
קנו עכשיו,1249.0,1245862,מזגנים,zap_variant,real_variant,"‏מזגן עילי Tornado Smart INV 12X Wifi EU  ‏1.0 ‏כ""ס"
"‏מזגן עילי Tornado Smart INV 12X Wifi EU  ‏1.0 ‏כ""ס",1249.0,1245862,מזגנים,zap_variant,real_variant,"‏מזגן עילי Tornado Smart INV 12X Wifi EU  ‏1.0 ‏כ""ס"
השוואה ב-20 חנויות,1249.0,1245862,מזגנים,zap_variant,real_variant,"‏מזגן עילי Tornado Smart INV 12X Wifi EU  ‏1.0 ‏כ""ס"
השוואת מחירים,1249.0,1245862,מזגנים,zap_variant,real_variant,"‏מזגן עילי Tornado Smart INV 12X Wifi EU  ‏1.0 ‏כ""ס"
מסך מחשב Dell UltraSharp U2725QE 4K,2391.0,1247903,מסכי מחשב,seed,original,מסך מחשב Dell UltraSharp U2725QE 4K
השוואה ב-9 חנויות,2391.0,1247903,מסכי מחשב,zap_variant,real_variant,מסך מחשב Dell UltraSharp U2725QE 4K
השוואת מחירים,2391.0,1247903,מסכי מחשב,zap_variant,real_variant,מסך מחשב Dell UltraSharp U2725QE 4K
‏מכונת אספרסו Ninja Luxe Essential ES601EU,1509.0,1248076,מכונות קפה,seed,original,‏מכונת אספרסו Ninja Luxe Essential ES601EU
השוואה ב-31 חנויות,1509.0,1248076,מכונות קפה,zap_variant,real_variant,‏מכונת אספרסו Ninja Luxe Essential ES601EU
השוואת מחירים,1509.0,1248076,מכונות קפה,zap_variant,real_variant,‏מכונת אספרסו Ninja Luxe Essential ES601EU
מכונת קפה Ninja Luxe Essential ES601EU,1509.0,1248076,מכונות קפה,zap_variant,real_variant,‏מכונת אספרסו Ninja Luxe Essential ES601EU
קנו עכשיו,1509.0,1248076,מכונות קפה,zap_variant,real_variant,‏מכונת אספרסו Ninja Luxe Essential ES601EU
מסך מחשב גיימינג Dell Alienware AW2725Q 26.7 4K UHD,2958.0,1250804,מסכי מחשב,seed,original,מסך מחשב גיימינג Dell Alienware AW2725Q 26.7 4K UHD
קנו עכשיו,2958.0,1250804,מסכי מחשב,zap_variant,real_variant,מסך מחשב גיימינג Dell Alienware AW2725Q 26.7 4K UHD
מסך מחשב Dell 27 Plus 4K S2725QC 4K,1344.0,1251971,מסכי מחשב,seed,original,מסך מחשב Dell 27 Plus 4K S2725QC 4K
השוואה ב-7 חנויות,1344.0,1251971,מסכי מחשב,zap_variant,real_variant,מסך מחשב Dell 27 Plus 4K S2725QC 4K
השוואת מחירים,1344.0,1251971,מסכי מחשב,zap_variant,real_variant,מסך מחשב Dell 27 Plus 4K S2725QC 4K
מסך מחשב גיימינג קעור Dell Alienware AW3425DWM 34 WQHD,1458.0,1251976,מסכי מחשב,seed,original,מסך מחשב גיימינג קעור Dell Alienware AW3425DWM 34 WQHD
קנו עכשיו,1458.0,1251976,מסכי מחשב,zap_variant,real_variant,מסך מחשב גיימינג קעור Dell Alienware AW3425DWM 34 WQHD
"מייבש כביסה Bosch WTH85225  ‏8 ‏ק""ג",2800.0,1252574,מייבשי כביסה,seed,original,"מייבש כביסה Bosch WTH85225  ‏8 ‏ק""ג"
השוואה ב-18 חנויות,2800.0,1252574,מייבשי כביסה,zap_variant,real_variant,"מייבש כביסה Bosch WTH85225  ‏8 ‏ק""ג"
השוואת מחירים,2800.0,1252574,מייבשי כביסה,zap_variant,real_variant,"מייבש כביסה Bosch WTH85225  ‏8 ‏ק""ג"
"מייבש כביסה Bosch WQG2328  ‏9 ‏ק""ג",3250.0,1252577,מייבשי כביסה,seed,original,"מייבש כביסה Bosch WQG2328  ‏9 ‏ק""ג"
השוואה ב-20 חנויות,3250.0,1252577,מייבשי כביסה,zap_variant,real_variant,"מייבש כביסה Bosch WQG2328  ‏9 ‏ק""ג"
השוואת מחירים,3250.0,1252577,מייבשי כביסה,zap_variant,real_variant,"מייבש כביסה Bosch WQG2328  ‏9 ‏ק""ג"
מייבש כביסה Bosch WQG2328IL יבואן רשמי,3250.0,1252577,מייבשי כביסה,zap_variant,real_variant,"מייבש כביסה Bosch WQG2328  ‏9 ‏ק""ג"
קנו עכשיו,3250.0,1252577,מייבשי כביסה,zap_variant,real_variant,"מייבש כביסה Bosch WQG2328  ‏9 ‏ק""ג"
מסך מחשב Lenovo ThinkVision S24-4e 64B5KAT1IS Full HD,368.0,1254144,מסכי מחשב,seed,original,מסך מחשב Lenovo ThinkVision S24-4e 64B5KAT1IS Full HD
השוואה ב-21 חנויות,368.0,1254144,מסכי מחשב,zap_variant,real_variant,מסך מחשב Lenovo ThinkVision S24-4e 64B5KAT1IS Full HD
השוואת מחירים,368.0,1254144,מסכי מחשב,zap_variant,real_variant,מסך מחשב Lenovo ThinkVision S24-4e 64B5KAT1IS Full HD
‏מכונת אספרסו Ninja Luxe Pro ES701EU,1959.0,1254285,מכונות קפה,seed,original,‏מכונת אספרסו Ninja Luxe Pro ES701EU
השוואה ב-5 חנויות,1959.0,1254285,מכונות קפה,zap_variant,real_variant,‏מכונת אספרסו Ninja Luxe Pro ES701EU
השוואת מחירים,1959.0,1254285,מכונות קפה,zap_variant,real_variant,‏מכונת אספרסו Ninja Luxe Pro ES701EU
מסך מחשב גיימינג Dell Alienware AW2725D 26.7 QHD,2163.0,1254671,מסכי מחשב,seed,original,מסך מחשב גיימינג Dell Alienware AW2725D 26.7 QHD
קנו עכשיו,2163.0,1254671,מסכי מחשב,zap_variant,real_variant,מסך מחשב גיימינג Dell Alienware AW2725D 26.7 QHD
מסך מחשב Samsung C27F391FHR Full HD,628.0,1255899,מסכי מחשב,seed,original,מסך מחשב Samsung C27F391FHR Full HD
השוואה ב-17 חנויות,628.0,1255899,מסכי מחשב,zap_variant,real_variant,מסך מחשב Samsung C27F391FHR Full HD
השוואת מחירים,628.0,1255899,מסכי מחשב,zap_variant,real_variant,מסך מחשב Samsung C27F391FHR Full HD
"‏מזגן עילי Electra Classic Inverter 140  ‏1.0 ‏כ""ס",1070.0,1261035,מזגנים,seed,original,"‏מזגן עילי Electra Classic Inverter 140  ‏1.0 ‏כ""ס"
השוואה ב-21 חנויות,1070.0,1261035,מזגנים,zap_variant,real_variant,"‏מזגן עילי Electra Classic Inverter 140  ‏1.0 ‏כ""ס"
השוואת מחירים,1070.0,1261035,מזגנים,zap_variant,real_variant,"‏מזגן עילי Electra Classic Inverter 140  ‏1.0 ‏כ""ס"
"‏מזגן עילי Electra Classic Inverter 340  ‏2.5 ‏כ""ס",2268.0,1261038,מזגנים,seed,original,"‏מזגן עילי Electra Classic Inverter 340  ‏2.5 ‏כ""ס"
השוואה ב-21 חנויות,2268.0,1261038,מזגנים,zap_variant,real_variant,"‏מזגן עילי Electra Classic Inverter 340  ‏2.5 ‏כ""ס"
השוואת מחירים,2268.0,1261038,מזגנים,zap_variant,real_variant,"‏מזגן עילי Electra Classic Inverter 340  ‏2.5 ‏כ""ס"
‏מכונת אספרסו Ninja Luxe Cafe ES603,1842.0,1262788,מכונות קפה,seed,original,‏מכונת אספרסו Ninja Luxe Cafe ES603
השוואה ב-20 חנויות,1842.0,1262788,מכונות קפה,zap_variant,real_variant,‏מכונת אספרסו Ninja Luxe Cafe ES603
השוואת מחירים,1842.0,1262788,מכונות קפה,zap_variant,real_variant,‏מכונת אספרסו Ninja Luxe Cafe ES603
EN85L נספרסו Nespresso צבע ליים מכונת קפה Essenza Mini,358.0,2309,מכונות קפה,synthetic_duplicate,llm_variant,מכונת קפה Essenza Mini EN85L נספרסו Nespresso צבע ליים
מכונת קפה Essenza Mini  נספרסו Nespresso צבע ליים,345.0,2309,מכונות קפה,synthetic_duplicate,llm_variant,מכונת קפה Essenza Mini EN85L נספרסו Nespresso צבע ליים
דגם ELECTRA A INV 140 מזגן עילי אינוורטר אלקטרה,1254.0,2359,מזגנים,synthetic_duplicate,llm_variant,מזגן עילי אינוורטר אלקטרה דגם ELECTRA A INV 140
מזגן עילי אינוורטר אלקטרה דגם  A INV 140,1281.0,2359,מזגנים,synthetic_duplicate,llm_variant,מזגן עילי אינוורטר אלקטרה דגם ELECTRA A INV 140
Luxe Essential ES601EU מכונת קפה Ninja,1727.0,2541,מכונות קפה,synthetic_duplicate,llm_variant,מכונת קפה Ninja Luxe Essential ES601EU
מכונת קפה Ninja Luxe Essential,1404.0,2541,מכונות קפה,synthetic_duplicate,llm_variant,מכונת קפה Ninja Luxe Essential ES601EU
"דגם Solo Inv 180 NG מזגן עילי תדיראן 1 כ""ס",1347.0,2748,מזגנים,synthetic_duplicate,llm_variant,"מזגן עילי תדיראן 1 כ""ס דגם Solo Inv 180 NG"
"ג'ורג'יו ארמני אקווה דה ג'יאו אדט לגבר 200 מ""ל Giorgio Armani Acqua Di Gio EDT 200 ML",655.0,686320,בשמים לגבר,synthetic_duplicate,llm_variant,"Giorgio Armani Acqua Di Gio EDT 200 ML ג'ורג'יו ארמני אקווה דה ג'יאו אדט לגבר 200 מ""ל"
De Chanel 100ml E.D.T בושם לגבר Chanel Bleu,552.0,771483,בשמים לגבר,synthetic_duplicate,llm_variant,בושם לגבר Chanel Bleu De Chanel 100ml E.D.T
212 Vip E.D.T 100ml בושם לגבר Carolina Herrera,256.0,804626,בשמים לגבר,synthetic_duplicate,llm_variant,בושם לגבר Carolina Herrera 212 Vip E.D.T 100ml
Legend 100ml E.D.T בושם לגבר Montblanc,102.0,827130,בשמים לגבר,synthetic_duplicate,llm_variant,בושם לגבר Montblanc Legend 100ml E.D.T
Armani Code E.D.T 125ml בושם לגבר - יבואן רשמי,292.0,827913,בשמים לגבר,synthetic_duplicate,llm_variant,בושם לגבר Giorgio Armani Armani Code E.D.T 125ml
בושם Giorgio Armani Code 125ml לגבר - משלוח חינם,266.0,827913,בשמים לגבר,synthetic_duplicate,llm_variant,בושם לגבר Giorgio Armani Armani Code E.D.T 125ml
Armani Code E.D.T 125ml בושם לגבר Giorgio Armani,272.0,827913,בשמים לגבר,synthetic_duplicate,llm_variant,בושם לגבר Giorgio Armani Armani Code E.D.T 125ml
Versace Eros E.D.T 100ml בושם לגבר - בצבע שחור,224.0,846242,בשמים לגבר,synthetic_duplicate,llm_variant,בושם לגבר Versace Eros E.D.T 100ml
בושם Versace Eros 100ml לגבר - יבואן רשמי,223.0,846242,בשמים לגבר,synthetic_duplicate,llm_variant,בושם לגבר Versace Eros E.D.T 100ml
Eros E.D.T 100ml בושם לגבר Versace,197.0,846242,בשמים לגבר,synthetic_duplicate,llm_variant,בושם לגבר Versace Eros E.D.T 100ml
טום פורד בלאק אורכיד EDP Unisex 100ML - משלוח חינם,513.0,886130,בשמים לגבר,synthetic_duplicate,llm_variant,"בלאק אורכיד אדפ יוניסקס 100 מ""ל - טום פורד - Tom Ford - Black Orchid EDP Unisex 100ML"
Black Orchid 100ML Unisex - Tom Ford - בושם יוניסקס,498.0,886130,בשמים לגבר,synthetic_duplicate,llm_variant,"בלאק אורכיד אדפ יוניסקס 100 מ""ל - טום פורד - Tom Ford - Black Orchid EDP Unisex 100ML"
"- Tom Ford - Black Orchid EDP Unisex 100ML בלאק אורכיד אדפ יוניסקס 100 מ""ל - טום פורד",584.0,886130,בשמים לגבר,synthetic_duplicate,llm_variant,"בלאק אורכיד אדפ יוניסקס 100 מ""ל - טום פורד - Tom Ford - Black Orchid EDP Unisex 100ML"
Boucheron Jaipur Homme E.D.P 100ml - בושם לגבר עם משלוח חינם,111.0,889231,בשמים לגבר,synthetic_duplicate,llm_variant,בושם לגבר Boucheron Jaipur Homme E.D.P 100ml
בושם לגבר 100ml Jaipur Homme - Boucheron,119.0,889231,בשמים לגבר,synthetic_duplicate,llm_variant,בושם לגבר Boucheron Jaipur Homme E.D.P 100ml
Jaipur Homme E.D.P 100ml בושם לגבר Boucheron,108.0,889231,בשמים לגבר,synthetic_duplicate,llm_variant,בושם לגבר Boucheron Jaipur Homme E.D.P 100ml
Chanel Bleu De Chanel E.D.P 100ml - בושם לגבר בצבע כחול,535.0,894963,בשמים לגבר,synthetic_duplicate,llm_variant,בושם לגבר Chanel Bleu De Chanel E.D.P 100ml
בושם Bleu De Chanel 100ml לגבר - Chanel - יבואן רשמי,585.0,894963,בשמים לגבר,synthetic_duplicate,llm_variant,בושם לגבר Chanel Bleu De Chanel E.D.P 100ml
De Chanel E.D.P 100ml בושם לגבר Chanel Bleu,571.0,894963,בשמים לגבר,synthetic_duplicate,llm_variant,בושם לגבר Chanel Bleu De Chanel E.D.P 100ml
Creed Aventus E.D.P 100ml - בושם לגבר,912.0,945948,בשמים לגבר,synthetic_duplicate,llm_variant,בושם לגבר Creed Aventus E.D.P 100ml
בושם לגבר Aventus 100ml - Creed - משלוח חינם,804.0,945948,בשמים לגבר,synthetic_duplicate,llm_variant,בושם לגבר Creed Aventus E.D.P 100ml
Aventus E.D.P 100ml בושם לגבר Creed,789.0,945948,בשמים לגבר,synthetic_duplicate,llm_variant,בושם לגבר Creed Aventus E.D.P 100ml
Giorgio Armani Stronger With You E.D.T 100ml - בושם לגבר,264.0,950373,בשמים לגבר,synthetic_duplicate,llm_variant,בושם לגבר Giorgio Armani Stronger With You E.D.T 100ml
בושם לגבר 100ml Stronger With You - Giorgio Armani - יבואן רשמי,279.0,950373,בשמים לגבר,synthetic_duplicate,llm_variant,בושם לגבר Giorgio Armani Stronger With You E.D.T 100ml
Stronger With You E.D.T 100ml בושם לגבר Giorgio Armani,296.0,950373,בשמים לגבר,synthetic_duplicate,llm_variant,בושם לגבר Giorgio Armani Stronger With You E.D.T 100ml
Nespresso Delonghi Essenza Mini D30 EN85 מכונת אספרסו - יבואן רשמי,398.0,951399,מכונות קפה,synthetic_duplicate,llm_variant,‏מכונת אספרסו Nespresso Delonghi Essenza Mini D30 EN85
מכונת אספרסו EN85 D30 Essenza Mini Delonghi - Nespresso - משלוח חינם,364.0,951399,מכונות קפה,synthetic_duplicate,llm_variant,‏מכונת אספרסו Nespresso Delonghi Essenza Mini D30 EN85
Essenza Mini D30 EN85 ‏מכונת אספרסו Nespresso Delonghi,411.0,951399,מכונות קפה,synthetic_duplicate,llm_variant,‏מכונת אספרסו Nespresso Delonghi Essenza Mini D30 EN85
מכונת אספרסו Essenza Mini C30 Nespresso יבואן רשמי,555.0,951669,מכונות קפה,synthetic_duplicate,llm_variant,‏מכונת אספרסו Nespresso Essenza Mini C30
Nespresso מכונת אספרסו Mini C30 בצבע שחור,572.0,951669,מכונות קפה,synthetic_duplicate,llm_variant,‏מכונת אספרסו Nespresso Essenza Mini C30
Essenza Mini C30 ‏מכונת אספרסו Nespresso,485.0,951669,מכונות קפה,synthetic_duplicate,llm_variant,‏מכונת אספרסו Nespresso Essenza Mini C30
"מייבש כביסה AEG 8 ק""ג T6DBG822M משלוח חינם",1555.0,956177,מייבשי כביסה,synthetic_duplicate,llm_variant,"מייבש כביסה AEG T6DBG822M  ‏8 ‏ק""ג"
"AEG מייבש כביסה T6DBG822M 8 ק""ג בצבע לבן",2015.0,956177,מייבשי כביסה,synthetic_duplicate,llm_variant,"מייבש כביסה AEG T6DBG822M  ‏8 ‏ק""ג"
"T6DBG822M ‏8 ‏ק""ג מייבש כביסה AEG",1407.0,956177,מייבשי כביסה,synthetic_duplicate,llm_variant,"מייבש כביסה AEG T6DBG822M  ‏8 ‏ק""ג"
NESPRESSO מכונת קפה CREATISTA PLUS דגם J520-IL-ME-NE עם משלוח חינם,1836.0,961499,מכונות קפה,synthetic_duplicate,llm_variant,Nespresso מכונת קפה NESPRESSO CREATISTA PLUS נספרסו דגם J520-IL-ME-NE פלוס
נספרסו מכונת קפה J520-IL-ME-NE CREATISTA PLUS,1531.0,961499,מכונות קפה,synthetic_duplicate,llm_variant,Nespresso מכונת קפה NESPRESSO CREATISTA PLUS נספרסו דגם J520-IL-ME-NE פלוס
PLUS נספרסו דגם J520-IL-ME-NE פלוס Nespresso מכונת קפה NESPRESSO CREATISTA,1654.0,961499,מכונות קפה,synthetic_duplicate,llm_variant,Nespresso מכונת קפה NESPRESSO CREATISTA PLUS נספרסו דגם J520-IL-ME-NE פלוס
Nespresso מכונת קפה   PLUS נספרסו דגם J520-IL-ME-NE פלוס,2074.0,961499,מכונות קפה,synthetic_duplicate,llm_variant,Nespresso מכונת קפה NESPRESSO CREATISTA PLUS נספרסו דגם J520-IL-ME-NE פלוס
בושם לגבר Prada Luna Rossa Carbon 100ml E.D.T יבואן רשמי,221.0,969047,בשמים לגבר,synthetic_duplicate,llm_variant,בושם לגבר Prada Luna Rossa Carbon E.D.T 100ml
Prada בושם Carbon Luna Rossa לגבר 100ml E.D.T,280.0,969047,בשמים לגבר,synthetic_duplicate,llm_variant,בושם לגבר Prada Luna Rossa Carbon E.D.T 100ml
Rossa Carbon E.D.T 100ml בושם לגבר Prada Luna,237.0,969047,בשמים לגבר,synthetic_duplicate,llm_variant,בושם לגבר Prada Luna Rossa Carbon E.D.T 100ml
בושם Chanel Bleu de Chanel לגבר 150ml E.D.P עם משלוח חינם,820.0,969788,בשמים לגבר,synthetic_duplicate,llm_variant,בושם לגבר Chanel Bleu de Chanel E.D.P 150ml
Chanel בושם Bleu de Chanel E.D.P 150ml לגבר,735.0,969788,בשמים לגבר,synthetic_duplicate,llm_variant,בושם לגבר Chanel Bleu de Chanel E.D.P 150ml
de Chanel E.D.P 150ml בושם לגבר Chanel Bleu,719.0,969788,בשמים לגבר,synthetic_duplicate,llm_variant,בושם לגבר Chanel Bleu de Chanel E.D.P 150ml
מכונת אספרסו Lattissima One EN510 Nespresso עם משלוח חינם,853.0,976624,מכונות קפה,synthetic_duplicate,llm_variant,‏מכונת אספרסו Nespresso Lattissima One EN510
Nespresso EN510 מכונת אספרסו Lattissima One,882.0,976624,מכונות קפה,synthetic_duplicate,llm_variant,‏מכונת אספרסו Nespresso Lattissima One EN510
Lattissima One EN510 ‏מכונת אספרסו Nespresso,734.0,976624,מכונות קפה,synthetic_duplicate,llm_variant,‏מכונת אספרסו Nespresso Lattissima One EN510
‏מכונת אספרסו Nespresso Lattissima One,1005.0,976624,מכונות קפה,synthetic_duplicate,llm_variant,‏מכונת אספרסו Nespresso Lattissima One EN510
Delonghi מכונת אספרסו ECAM21.117 יבואן רשמי,1678.0,992748,מכונות קפה,synthetic_duplicate,llm_variant,‏מכונת אספרסו Delonghi ECAM21.117
מכונת אספרסו ECAM21.117 Delonghi עם משלוח חינם,1630.0,992748,מכונות קפה,synthetic_duplicate,llm_variant,‏מכונת אספרסו Delonghi ECAM21.117
Delonghi ECAM21.117 ‏מכונת אספרסו,1511.0,992748,מכונות קפה,synthetic_duplicate,llm_variant,‏מכונת אספרסו Delonghi ECAM21.117
‏מכונת אספרסו Delonghi .117,1633.0,992748,מכונות קפה,synthetic_duplicate,llm_variant,‏מכונת אספרסו Delonghi ECAM21.117
Armaf Club De Nuit Intense לגבר 105ml E.D.T יבואן רשמי,75.0,996265,בשמים לגבר,synthetic_duplicate,llm_variant,בושם לגבר Armaf Club De Nuit Intense E.D.T 105ml
בושם לגבר Club De Nuit Intense Armaf 105ml E.D.T,67.0,996265,בשמים לגבר,synthetic_duplicate,llm_variant,בושם לגבר Armaf Club De Nuit Intense E.D.T 105ml
