title_a,price_a,title_b,price_b,model_id_a,model_id_b,category,is_duplicate,difficulty
טלפון סלולרי Samsung Galaxy S26 Plus SM-S947B/DS 256GB 12GB RAM,3535.0,טלפון סלולרי סמסונג Galaxy S26 Plus SM-S947B/DS 256GB 12GB RAM,3535.0,1262751,1262751,smartphones,True,brand_swap
‏מכונת אספרסו Ninja Luxe Cafe ES603,1711.0,מכונת אספרסו ‏מכונת אספרסו Ninja Luxe Cafe ES603,1711.0,1262788,1262788,coffee_machines,True,add_prefix
אוזניות Samsung Galaxy Buds4 Pro SM-R640 True Wireless,672.0,אוזניות בלוטות' Samsung Galaxy Buds4 Pro SM-R640 True Wireless,672.0,1263110,1263110,headphones,True,add_prefix
אוזניות Samsung Galaxy Buds4 Pro SM-R640 True Wireless,599.0,Samsung Galaxy Buds4 Pro SM-R640 True Wireless,599.0,1263110,1263110,headphones,True,drop_prefix
אוזניות Samsung Galaxy Buds4 Pro SM-R640 True Wireless,710.0,אוזניות Samsung Galaxy Buds4 Pro SM-R640 TW,710.0,1263110,1263110,headphones,True,abbreviate
מחשב נייד Apple MacBook Air 13″ M5 ‎16GB 512GB Midnight (MDHE4HB/A),4724.0,לפטופ Apple MacBook Air 13″ M5 ‎16GB 512GB Midnight (MDHE4HB/A),4724.0,1263226,1263226,laptops,True,add_prefix
מחשב נייד Apple MacBook Air 13″ M5 ‎16GB 512GB Midnight (MDHE4HB/A),5007.0,מחשב נייד אפל MacBook Air 13″ M5 ‎16GB 512GB Midnight (MDHE4HB/A),5007.0,1263226,1263226,laptops,True,brand_swap
מחשב נייד Apple MacBook Air 13″ M5 ‎16GB 512GB Midnight (MDHE4HB/A),4656.0,Apple MacBook Air 13″ M5 ‎16GB 512GB Midnight (MDHE4HB/A),4656.0,1263226,1263226,laptops,True,drop_prefix
מחשב נייד Apple MacBook Neo 13 A18 Pro MHFC4HB/A MHFE4HB/A MHFG4HB/A MHFJ4HB/A,3251.0,מחשב נייד Apple MacBook Neo 13 A18 Pro MHFC4HB/A MHFE4HB/A MHFG4HB/A MHFJ4HB/A Black,3251.0,1263241,1263241,laptops,True,color_noise
מחשב נייד Apple MacBook Neo 13 A18 Pro MHFA4HB/A MHFD4HB/A MHFF4HB/A MHFH4HB/A,2318.0,מחשב נייד Apple MacBook Neo 13 A18 Pro MHFA4HB/A MHFD4HB/A MHFF4HB/A MHFH4HB/A בצבע כחול,2318.0,1263242,1263242,laptops,True,color_noise
מכונת קפה Ninja Luxe Essential ES601EU,1390.0,מכונת קפה Ninja Luxe Essential ES501EU,1390.0,2541,2541,coffee_machines,True,real_variant
טלפון סלולרי Apple iPhone 15 128GB אפל,2749.0,טלפון סלולרי Apple iPhone 15 256GB אפל,2749.0,3926,3926,smartphones,True,real_variant
טלפון סלולרי Apple iPhone 15 128GB אפל,2749.0,סמארטפון Apple iPhone 16 128GB אפל,2749.0,3926,3926,smartphones,True,real_variant
טלפון סלולרי Apple iPhone 15 256GB אפל,2749.0,סמארטפון Apple iPhone 16 128GB אפל,2749.0,3926,3926,smartphones,True,real_variant
טלוויזיה Samsung QE75Q7F QLED 4K  ‏75 ‏אינטש,3035.0,טלוויזיה Samsung QE75Q7F QLED 4K 75 אינטש,3035.0,940986,940986,tvs,True,real_variant
‏מכונת אספרסו Breville BES878,2953.0,מכונת אספרסו Breville BES878 יבואן רשמי,2953.0,1068710,1068710,coffee_machines,True,real_variant
‏מכונת אספרסו Nespresso Inissia EN 80,343.0,‏מכונת אספרסו Nespresso Inissia EN 80 נספרסו,343.0,1087191,1087191,coffee_machines,True,real_variant
‏מכונת אספרסו Breville BES875BSS,2393.0,‏מכונת אספרסו Breville BES875BSS ברוויל,2393.0,1126869,1126869,coffee_machines,True,real_variant
‏מכונת אספרסו Nespresso Citiz&Milk EN267,776.0,מכונת קפה Nespresso נספרסו +מקציף Citiz&Milk EN267 שחור,776.0,1127066,1127066,coffee_machines,True,real_variant
מכונת קפה DeLonghi EC9155.W,2004.0,‏מכונת אספרסו Delonghi La Specialista Arte EC9155,2004.0,1155620,1155620,coffee_machines,True,real_variant
מכונת קפה DeLonghi EC9155.W,2004.0,Delonghi מכונת קפה DeLonghi EC9155.W,2004.0,1155620,1155620,coffee_machines,True,real_variant
‏מכונת אספרסו Delonghi La Specialista Arte EC9155,2004.0,Delonghi מכונת קפה DeLonghi EC9155.W,2004.0,1155620,1155620,coffee_machines,True,real_variant
מחשב נייד Lenovo V15 G4 AMN 82YU0044IV,1029.0,מחשב נייד Lenovo V15 G4 AMN | מעבד AMD Athlon 7120U | זיכרון 8GB | אחסון 256GB | מסך 15.6'' FHD | ללא מערכת הפעלה | דגם 82YU0044IV | שנה אחריות,1029.0,1194008,1194008,laptops,True,real_variant
‏מכונת אספרסו Delonghi Dedica Arte EC885,897.0,‏מכונת אספרסו Delonghi Dedica Arte EC885 דה לונגי,897.0,1200012,1200012,coffee_machines,True,real_variant
אוזניות ‏אלחוטיות JBL Tune 770NC בצבע שחור,229.0,אוזניות JBL Tune 770NC Bluetooth,229.0,1201031,1201031,headphones,True,real_variant
אוזניות Apple AirPods Pro 2 MagSafe USB-C True Wireless אפל,639.0,אוזניות Apple AirPods Pro 2 MagSafe USB-C True Wireless,639.0,1208575,1208575,headphones,True,real_variant
אוזניות Bose Qc Ultra Diamond היבואן הרשמי,987.0,אוזניות  ‏אלחוטיות Bose QuietComfort Ultra,987.0,1210045,1210045,headphones,True,real_variant
אוזניות Samsung Galaxy Buds FE SM-R400 True Wireless,215.0,אוזניות Samsung Galaxy Buds FE SM-R400 True Wireless יבואן רשמי,215.0,1211517,1211517,headphones,True,real_variant
"Xiaomi טלוויזיה ""32 שיאומי דגם XIAOMI PRO L32M8-A2ME LED",549.0,טלוויזיה Xiaomi A Pro L32M8-A2ME  ‏32 ‏אינטש,549.0,1216736,1216736,tvs,True,real_variant
אוזניות Sennheiser Momentum True Wireless 4 יבואן רשמי,699.0,אוזניות Sennheiser Momentum True Wireless 4 True Wireless,699.0,1227130,1227130,headphones,True,real_variant
אוזניות  ‏אלחוטיות Apple AirPods 4 MXP63ZM/A MXP63LL/A MXP63HN/A,410.0,אוזניות ‏אלחוטיות Apple AirPods 4 MXP63ZM/A אפל,410.0,1234891,1234891,headphones,True,real_variant
אוזניות Apple AirPods 4 with Active Noise Cancellation MXP93ZM/A True Wireless,551.0,אוזניות Apple AirPods 4 MXP93ZM/A True Wireless יבואן רשמי,551.0,1234892,1234892,headphones,True,real_variant
אוזניות Xiaomi Redmi Buds 6 Play True Wireless,64.0,אוזניות Xiaomi Redmi Buds 6 Play True Wireless בצבע לבן,64.0,1236640,1236640,headphones,True,real_variant
Xiaomi סמארטפון XIAOMI POCO X7 Pro 5G גרסה 12GB/512GB בצבע ירוק,1172.0,טלפון סלולרי Xiaomi Poco X7 Pro 512GB 12GB RAM,1172.0,1240775,1240775,smartphones,True,real_variant
סמארטפון (Samsung Galaxy S25 12GB+256GB (SM-S931B/DS - צבע כחול יבואן רשמי,2337.0,טלפון סלולרי Samsung Galaxy S25 SM-S931B/DS 256GB 12GB RAM,2337.0,1242015,1242015,smartphones,True,real_variant
טלפון סלולרי Samsung Galaxy S25 Ultra SM-S938B/DS 256GB 12GB RAM,3190.0,טלפון סלולרי Samsung Galaxy S25 Ultra SM-S938B/DS 256GB 12GB RAM בצבע אפור טיטניום,3190.0,1242277,1242277,smartphones,True,real_variant
מחשב נייד לגיימרים Acer Nitro V15 ANV15-41-R6DF NH.QSGEC.002 בצבע שחור,3983.0,מחשב נייד Acer Nitro V15 NH.QSGEC.002,3983.0,1242460,1242460,laptops,True,real_variant
טלפון סלולרי Samsung Galaxy A56 SM-A566B/DS 256GB 8GB RAM,1167.0,טלפון סלולרי Samsung Galaxy A56 SM-A566B/DS 256GB 8GB RAM סמסונג,1167.0,1244496,1244496,smartphones,True,real_variant
טלוויזיה TCL C6K 65C6K 4K  ‏65 ‏אינטש,2527.0,טלוויזיה TCL C6K 65C6K 4K יבואן רשמי,2527.0,1247491,1247491,tvs,True,real_variant
מחשב נייד HP ProBook 4 G1i AD2M0ET,2919.0,מחשב נייד HP ProBook 4 G1i 14 אינץ' AD2M0ET,2919.0,1247863,1247863,laptops,True,real_variant
‏מכונת אספרסו Ninja Luxe Essential ES601EU,1509.0,מכונת קפה Ninja Luxe Essential ES601EU,1509.0,1248076,1248076,coffee_machines,True,real_variant
מחשב נייד Lenovo IdeaPad Slim 3 15IRH10 83K100KPIV צבע Luna Grey,2308.0,מחשב נייד Lenovo IdeaPad Slim 3 15IRH10 83K100KPIV,2308.0,1248137,1248137,laptops,True,real_variant
אוזניות  ‏אלחוטיות Sony WH-1000XM6,1277.0,אוזניות אלחוטיות Sony WH-1000XM6 עם ביטול רעשים – צבע שחור,1277.0,1249659,1249659,headphones,True,real_variant
טלוויזיה ''77 LG OLED77B56LA 4K יבואן רשמי,6812.0,טלוויזיה LG OLED77B56LA 4K  ‏77 ‏אינטש,6812.0,1250748,1250748,tvs,True,real_variant
טלוויזיה ''77 LG OLED77B56LA 4K יבואן רשמי,6812.0,"טלוויזיה ""77 חכמה LG OLED B5 ברזולוציית 4K דגם OLED77B56LA",6812.0,1250748,1250748,tvs,True,real_variant
טלוויזיה LG OLED77B56LA 4K  ‏77 ‏אינטש,6812.0,"טלוויזיה ""77 חכמה LG OLED B5 ברזולוציית 4K דגם OLED77B56LA",6812.0,1250748,1250748,tvs,True,real_variant
אוזניות Anker Soundcore Liberty 5 Bluetooth,330.0,אוזניות Anker Soundcore Liberty 5 Bluetooth יבואן רשמי,330.0,1251814,1251814,headphones,True,real_variant
טלוויזיה LG OLED55C56LA 4K ‏55 ‏אינטש,5186.0,טלוויזיה LG OLED55C56LA 4K  ‏55 ‏אינטש,5186.0,1252317,1252317,tvs,True,real_variant
מחשב נייד HP OMEN MAX 16-ah0013nj C2PY3EA,6860.0,מחשב נייד HP OMEN MAX Gaming 16-ah0013nj C2PY3EA,6860.0,1253156,1253156,laptops,True,real_variant
טלוויזיה LG 75QNED93A6A 4K  ‏75 ‏אינטש,5279.0,טלוויזיה LG 75QNED93A6A יבואן רשמי,5279.0,1253612,1253612,tvs,True,real_variant
אוזניות  ‏אלחוטיות Apple AirPods Pro 3 MagSafe USB-C MFHP4ZM/A,837.0,אוזניות Apple AirPods Pro 3 בצבע לבן,837.0,1254417,1254417,headphones,True,real_variant
טלוויזיה LG 43UA73006LA 4K  ‏43 ‏אינטש,1278.0,"טלוויזיה ""43 חכמה LG UHD ברזולוציית 4K דגם 43UA73006LA",1278.0,1254945,1254945,tvs,True,real_variant
טלוויזיה LG OLED65CS5VA 4K יבואן רשמי,5149.0,טלוויזיה LG OLED65CS5VA 4K  ‏65 ‏אינטש,5149.0,1254951,1254951,tvs,True,real_variant
מחשב נייד Lenovo V14 83GU006HIV,1699.0,מחשב נייד Lenovo V14 G5 83GU006HIV בצבע שחור,1699.0,1255712,1255712,laptops,True,real_variant
מחשב נייד Dell Pro 15 ESSENTIAL PV15250 PV15250-5118,2350.0,מחשב נייד Dell Pro 15 Essential PV15250-5118,2350.0,1260183,1260183,laptops,True,real_variant
טלפון סלולרי Samsung Galaxy S26 Ultra SM-S948B/DS 512GB 12GB RAM,4397.0,טלפון סלולרי Samsung Galaxy S26 Ultra 12GB+512GB SM-S948B/DS צבע שחור יבואן רשמי,4397.0,1262747,1262747,smartphones,True,real_variant
טלפון סלולרי Samsung Galaxy S26 Ultra SM-S948B/DS 256GB 12GB RAM,3888.0,טלפון סלולרי Samsung Galaxy S26 Ultra 12GB+256GB (SM-S948B/DS) בצבע כחול,3888.0,1262749,1262749,smartphones,True,real_variant
טלפון סלולרי Samsung Galaxy S26 SM-S942B/DS 256GB 12GB RAM,2685.0,טלפון סלולרי Galaxy S26 SM-S942B/DS 256GB 12GB RAM Samsung בצבע שחור יבואן רשמי,2685.0,1262750,1262750,smartphones,True,real_variant
מכונת קפה Essenza Mini EN85L נספרסו Nespresso צבע ליים,359.0,מכונת קפה Ninja Luxe Essential ES601EU,1390.0,2309,2541,coffee_machines,False,hard_negative
מכונת קפה Essenza Mini EN85L נספרסו Nespresso צבע ליים,359.0,‏מכונת אספרסו Nespresso Delonghi Essenza Mini D30 EN85,354.0,2309,951399,coffee_machines,False,hard_negative
מכונת קפה Ninja Luxe Essential ES601EU,1390.0,‏מכונת אספרסו Nespresso Delonghi Essenza Mini D30 EN85,354.0,2541,951399,coffee_machines,False,hard_negative
מכונת קפה Ninja Luxe Essential ES601EU,1390.0,‏מכונת אספרסו Nespresso Essenza Mini C30,510.0,2541,951669,coffee_machines,False,hard_negative
‏מכונת אספרסו Nespresso Delonghi Essenza Mini D30 EN85,354.0,‏מכונת אספרסו Nespresso Essenza Mini C30,510.0,951399,951669,coffee_machines,False,hard_negative
‏מכונת אספרסו Nespresso Delonghi Essenza Mini D30 EN85,354.0,Nespresso מכונת קפה NESPRESSO CREATISTA PLUS נספרסו דגם J520-IL-ME-NE פלוס,1789.0,951399,961499,coffee_machines,False,hard_negative
‏מכונת אספרסו Nespresso Essenza Mini C30,510.0,Nespresso מכונת קפה NESPRESSO CREATISTA PLUS נספרסו דגם J520-IL-ME-NE פלוס,1789.0,951669,961499,coffee_machines,False,hard_negative
‏מכונת אספרסו Nespresso Essenza Mini C30,510.0,‏מכונת אספרסו Nespresso Lattissima One EN510,810.0,951669,976624,coffee_machines,False,hard_negative
Nespresso מכונת קפה NESPRESSO CREATISTA PLUS נספרסו דגם J520-IL-ME-NE פלוס,1789.0,‏מכונת אספרסו Nespresso Lattissima One EN510,810.0,961499,976624,coffee_machines,False,hard_negative
Nespresso מכונת קפה NESPRESSO CREATISTA PLUS נספרסו דגם J520-IL-ME-NE פלוס,1789.0,‏מכונת אספרסו Delonghi ECAM21.117,1374.0,961499,992748,coffee_machines,False,hard_negative
‏מכונת אספרסו Nespresso Lattissima One EN510,810.0,‏מכונת אספרסו Delonghi ECAM21.117,1374.0,976624,992748,coffee_machines,False,hard_negative
‏מכונת אספרסו Nespresso Lattissima One EN510,810.0,‏מכונת אספרסו Gaggia Besana,1080.0,976624,1030241,coffee_machines,False,hard_negative
‏מכונת אספרסו Delonghi ECAM21.117,1374.0,‏מכונת אספרסו Gaggia Besana,1080.0,992748,1030241,coffee_machines,False,hard_negative
‏מכונת אספרסו Delonghi ECAM21.117,1374.0,‏מכונת אספרסו Breville BES878,2953.0,992748,1068710,coffee_machines,False,hard_negative
‏מכונת אספרסו Gaggia Besana,1080.0,‏מכונת אספרסו Breville BES878,2953.0,1030241,1068710,coffee_machines,False,hard_negative
‏מכונת אספרסו Gaggia Besana,1080.0,‏מכונת אספרסו Nespresso Inissia EN 80,343.0,1030241,1087191,coffee_machines,False,hard_negative
‏מכונת אספרסו Breville BES878,2953.0,‏מכונת אספרסו Nespresso Inissia EN 80,343.0,1068710,1087191,coffee_machines,False,hard_negative
‏מכונת אספרסו Breville BES878,2953.0,‏מכונת אספרסו Delonghi ECAM350.15.B,1785.0,1068710,1105069,coffee_machines,False,hard_negative
‏מכונת אספרסו Nespresso Inissia EN 80,343.0,‏מכונת אספרסו Delonghi ECAM350.15.B,1785.0,1087191,1105069,coffee_machines,False,hard_negative
‏מכונת אספרסו Nespresso Inissia EN 80,343.0,‏מכונת אספרסו Breville Barista Express with Milk Jug Thermal BES875,2482.0,1087191,1114609,coffee_machines,False,hard_negative
‏מכונת אספרסו Delonghi ECAM350.15.B,1785.0,‏מכונת אספרסו Breville Barista Express with Milk Jug Thermal BES875,2482.0,1105069,1114609,coffee_machines,False,hard_negative
‏מכונת אספרסו Delonghi ECAM350.15.B,1785.0,‏מקציף חלב Hemilton HEM-243,151.0,1105069,1121265,coffee_machines,False,hard_negative
‏מכונת אספרסו Breville Barista Express with Milk Jug Thermal BES875,2482.0,‏מקציף חלב Hemilton HEM-243,151.0,1114609,1121265,coffee_machines,False,hard_negative
‏מכונת אספרסו Breville Barista Express with Milk Jug Thermal BES875,2482.0,‏מכונת אספרסו Breville BES875BSS,2393.0,1114609,1126869,coffee_machines,False,hard_negative
‏מקציף חלב Hemilton HEM-243,151.0,‏מכונת אספרסו Breville BES875BSS,2393.0,1121265,1126869,coffee_machines,False,hard_negative
‏מקציף חלב Hemilton HEM-243,151.0,‏מכונת אספרסו Nespresso Citiz&Milk EN267,776.0,1121265,1127066,coffee_machines,False,hard_negative
‏מכונת אספרסו Breville BES875BSS,2393.0,‏מכונת אספרסו Nespresso Citiz&Milk EN267,776.0,1126869,1127066,coffee_machines,False,hard_negative
‏מכונת אספרסו Breville BES875BSS,2393.0,‏מכונת אספרסו Delonghi Specialista Prestigio EC 9355.M,3218.0,1126869,1154861,coffee_machines,False,hard_negative
‏מכונת אספרסו Nespresso Citiz&Milk EN267,776.0,‏מכונת אספרסו Delonghi Specialista Prestigio EC 9355.M,3218.0,1127066,1154861,coffee_machines,False,hard_negative
‏מכונת אספרסו Nespresso Citiz&Milk EN267,776.0,‏מכונת אספרסו Delonghi La Specialista Arte EC9155,2004.0,1127066,1155620,coffee_machines,False,hard_negative
‏מכונת אספרסו Delonghi Specialista Prestigio EC 9355.M,3218.0,‏מכונת אספרסו Delonghi La Specialista Arte EC9155,2004.0,1154861,1155620,coffee_machines,False,hard_negative
‏מכונת אספרסו Delonghi Specialista Prestigio EC 9355.M,3218.0,‏מכונת אספרסו Delonghi Dedica Arte EC885,897.0,1154861,1200012,coffee_machines,False,hard_negative
‏מכונת אספרסו Delonghi La Specialista Arte EC9155,2004.0,‏מכונת אספרסו Delonghi Dedica Arte EC885,897.0,1155620,1200012,coffee_machines,False,hard_negative
‏מכונת אספרסו Delonghi La Specialista Arte EC9155,2004.0,‏מקציף חלב Hemilton HEM-265/HEM-264,195.0,1155620,1207103,coffee_machines,False,hard_negative
‏מכונת אספרסו Delonghi Dedica Arte EC885,897.0,‏מקציף חלב Hemilton HEM-265/HEM-264,195.0,1200012,1207103,coffee_machines,False,hard_negative
‏מכונת אספרסו Delonghi Dedica Arte EC885,897.0,‏מכונת אספרסו Smeg ECF02,1649.0,1200012,1218026,coffee_machines,False,hard_negative
‏מקציף חלב Hemilton HEM-265/HEM-264,195.0,‏מכונת אספרסו Smeg ECF02,1649.0,1207103,1218026,coffee_machines,False,hard_negative
‏מקציף חלב Hemilton HEM-265/HEM-264,195.0,‏מכונת אספרסו Gaggia EG2109,789.0,1207103,1224100,coffee_machines,False,hard_negative
‏מכונת אספרסו Smeg ECF02,1649.0,‏מכונת אספרסו Gaggia EG2109,789.0,1218026,1224100,coffee_machines,False,hard_negative
‏מכונת אספרסו Smeg ECF02,1649.0,‏מכונת אספרסו Delonghi Magnifica Start ECAM220.60.B,1948.0,1218026,1225992,coffee_machines,False,hard_negative
‏מכונת אספרסו Gaggia EG2109,789.0,‏מכונת אספרסו Delonghi Magnifica Start ECAM220.60.B,1948.0,1224100,1225992,coffee_machines,False,hard_negative
‏מכונת אספרסו Gaggia EG2109,789.0,‏מכונת אספרסו Delonghi Rivelia EXAM440.55,3498.0,1224100,1226172,coffee_machines,False,hard_negative
‏מכונת אספרסו Delonghi Magnifica Start ECAM220.60.B,1948.0,‏מכונת אספרסו Delonghi Rivelia EXAM440.55,3498.0,1225992,1226172,coffee_machines,False,hard_negative
‏מכונת אספרסו Delonghi Magnifica Start ECAM220.60.B,1948.0,מכונת אספרסו Delonghi ECAM21.117.B,1379.0,1225992,1232360,coffee_machines,False,hard_negative
‏מכונת אספרסו Delonghi Rivelia EXAM440.55,3498.0,מכונת אספרסו Delonghi ECAM21.117.B,1379.0,1226172,1232360,coffee_machines,False,hard_negative
‏מכונת אספרסו Delonghi Rivelia EXAM440.55,3498.0,‏מכונת אספרסו Ninja Luxe Essential ES501EU,1369.0,1226172,1241809,coffee_machines,False,hard_negative
מכונת אספרסו Delonghi ECAM21.117.B,1379.0,‏מכונת אספרסו Ninja Luxe Essential ES501EU,1369.0,1232360,1241809,coffee_machines,False,hard_negative
מכונת אספרסו Delonghi ECAM21.117.B,1379.0,‏מכונת אספרסו Ninja Luxe Essential ES601EU,1509.0,1232360,1248076,coffee_machines,False,hard_negative
‏מכונת אספרסו Ninja Luxe Essential ES501EU,1369.0,‏מכונת אספרסו Ninja Luxe Essential ES601EU,1509.0,1241809,1248076,coffee_machines,False,hard_negative
‏מכונת אספרסו Ninja Luxe Essential ES501EU,1369.0,‏מכונת אספרסו Ninja Luxe Pro ES701EU,1959.0,1241809,1254285,coffee_machines,False,hard_negative
‏מכונת אספרסו Ninja Luxe Essential ES601EU,1509.0,‏מכונת אספרסו Ninja Luxe Pro ES701EU,1959.0,1248076,1254285,coffee_machines,False,hard_negative
‏מכונת אספרסו Ninja Luxe Essential ES601EU,1509.0,‏מכונת אספרסו Ninja Luxe Cafe ES603,1842.0,1248076,1262788,coffee_machines,False,hard_negative
‏מכונת אספרסו Ninja Luxe Pro ES701EU,1959.0,‏מכונת אספרסו Ninja Luxe Cafe ES603,1842.0,1254285,1262788,coffee_machines,False,hard_negative
אוזניות  ‏חוטיות Logitech H390,94.0,אוזניות  ‏חוטיות Audio Technica ATH-M50x,629.0,798961,883392,headphones,False,hard_negative
אוזניות  ‏חוטיות Logitech H390,94.0,אוזניות  ‏חוטיות Razer BlackShark V2 X,157.0,798961,1090131,headphones,False,hard_negative
אוזניות  ‏חוטיות Audio Technica ATH-M50x,629.0,אוזניות  ‏חוטיות Razer BlackShark V2 X,157.0,883392,1090131,headphones,False,hard_negative
אוזניות  ‏חוטיות Audio Technica ATH-M50x,629.0,אוזניות  ‏אלחוטיות JBL Tune 510BT,115.0,883392,1113020,headphones,False,hard_negative
אוזניות  ‏חוטיות Razer BlackShark V2 X,157.0,אוזניות  ‏אלחוטיות JBL Tune 510BT,115.0,1090131,1113020,headphones,False,hard_negative
אוזניות  ‏חוטיות Razer BlackShark V2 X,157.0,אוזניות Samsung Galaxy Buds2 Pro SM-R510 True Wireless,364.0,1090131,1167384,headphones,False,hard_negative
אוזניות  ‏אלחוטיות JBL Tune 510BT,115.0,אוזניות Samsung Galaxy Buds2 Pro SM-R510 True Wireless,364.0,1113020,1167384,headphones,False,hard_negative
אוזניות  ‏אלחוטיות JBL Tune 510BT,115.0,אוזניות JBL Tune 720BT Bluetooth,198.0,1113020,1187828,headphones,False,hard_negative
אוזניות Samsung Galaxy Buds2 Pro SM-R510 True Wireless,364.0,אוזניות JBL Tune 720BT Bluetooth,198.0,1167384,1187828,headphones,False,hard_negative
אוזניות Samsung Galaxy Buds2 Pro SM-R510 True Wireless,364.0,אוזניות JBL Wave Beam True Wireless,175.0,1167384,1200216,headphones,False,hard_negative
אוזניות JBL Tune 720BT Bluetooth,198.0,אוזניות JBL Wave Beam True Wireless,175.0,1187828,1200216,headphones,False,hard_negative
אוזניות JBL Tune 720BT Bluetooth,198.0,אוזניות JBL Tune 770NC Bluetooth,229.0,1187828,1201031,headphones,False,hard_negative
אוזניות JBL Wave Beam True Wireless,175.0,אוזניות JBL Tune 770NC Bluetooth,229.0,1200216,1201031,headphones,False,hard_negative
אוזניות JBL Wave Beam True Wireless,175.0,אוזניות Sony WF-1000XM5 True Wireless,787.0,1200216,1203553,headphones,False,hard_negative
אוזניות JBL Tune 770NC Bluetooth,229.0,אוזניות Sony WF-1000XM5 True Wireless,787.0,1201031,1203553,headphones,False,hard_negative
אוזניות JBL Tune 770NC Bluetooth,229.0,אוזניות Apple AirPods Pro 2 MagSafe USB-C True Wireless,639.0,1201031,1208575,headphones,False,hard_negative
אוזניות Sony WF-1000XM5 True Wireless,787.0,אוזניות Apple AirPods Pro 2 MagSafe USB-C True Wireless,639.0,1203553,1208575,headphones,False,hard_negative
אוזניות Sony WF-1000XM5 True Wireless,787.0,אוזניות  ‏אלחוטיות Bose QuietComfort Ultra,987.0,1203553,1210045,headphones,False,hard_negative
אוזניות Apple AirPods Pro 2 MagSafe USB-C True Wireless,639.0,אוזניות  ‏אלחוטיות Bose QuietComfort Ultra,987.0,1208575,1210045,headphones,False,hard_negative
אוזניות Apple AirPods Pro 2 MagSafe USB-C True Wireless,639.0,אוזניות Samsung Galaxy Buds FE SM-R400 True Wireless,215.0,1208575,1211517,headphones,False,hard_negative
אוזניות  ‏אלחוטיות Bose QuietComfort Ultra,987.0,אוזניות Samsung Galaxy Buds FE SM-R400 True Wireless,215.0,1210045,1211517,headphones,False,hard_negative
אוזניות  ‏אלחוטיות Bose QuietComfort Ultra,987.0,אוזניות Sennheiser Momentum True Wireless 4 True Wireless,699.0,1210045,1227130,headphones,False,hard_negative
אוזניות Samsung Galaxy Buds FE SM-R400 True Wireless,215.0,אוזניות Sennheiser Momentum True Wireless 4 True Wireless,699.0,1211517,1227130,headphones,False,hard_negative
אוזניות Samsung Galaxy Buds FE SM-R400 True Wireless,215.0,אוזניות Samsung Galaxy Buds3 Pro SM-R630 True Wireless,495.0,1211517,1228604,headphones,False,hard_negative
אוזניות Sennheiser Momentum True Wireless 4 True Wireless,699.0,אוזניות Samsung Galaxy Buds3 Pro SM-R630 True Wireless,495.0,1227130,1228604,headphones,False,hard_negative
אוזניות Sennheiser Momentum True Wireless 4 True Wireless,699.0,אוזניות  ‏אלחוטיות Apple AirPods 4 MXP63ZM/A MXP63LL/A MXP63HN/A,410.0,1227130,1234891,headphones,False,hard_negative
אוזניות Samsung Galaxy Buds3 Pro SM-R630 True Wireless,495.0,אוזניות  ‏אלחוטיות Apple AirPods 4 MXP63ZM/A MXP63LL/A MXP63HN/A,410.0,1228604,1234891,headphones,False,hard_negative
אוזניות Samsung Galaxy Buds3 Pro SM-R630 True Wireless,495.0,אוזניות Apple AirPods 4 with Active Noise Cancellation MXP93ZM/A True Wireless,551.0,1228604,1234892,headphones,False,hard_negative
אוזניות  ‏אלחוטיות Apple AirPods 4 MXP63ZM/A MXP63LL/A MXP63HN/A,410.0,אוזניות Apple AirPods 4 with Active Noise Cancellation MXP93ZM/A True Wireless,551.0,1234891,1234892,headphones,False,hard_negative
אוזניות  ‏אלחוטיות Apple AirPods 4 MXP63ZM/A MXP63LL/A MXP63HN/A,410.0,אוזניות  ‏אלחוטיות Apple AirPods Max USB-C,1774.0,1234891,1234904,headphones,False,hard_negative
אוזניות Apple AirPods 4 with Active Noise Cancellation MXP93ZM/A True Wireless,551.0,אוזניות  ‏אלחוטיות Apple AirPods Max USB-C,1774.0,1234892,1234904,headphones,False,hard_negative
אוזניות Apple AirPods 4 with Active Noise Cancellation MXP93ZM/A True Wireless,551.0,אוזניות Xiaomi Redmi Buds 6 Play True Wireless,64.0,1234892,1236640,headphones,False,hard_negative
אוזניות  ‏אלחוטיות Apple AirPods Max USB-C,1774.0,אוזניות Xiaomi Redmi Buds 6 Play True Wireless,64.0,1234904,1236640,headphones,False,hard_negative
אוזניות  ‏אלחוטיות Apple AirPods Max USB-C,1774.0,אוזניות Anker Soundcore Space One Pro Bluetooth,519.0,1234904,1240770,headphones,False,hard_negative
אוזניות Xiaomi Redmi Buds 6 Play True Wireless,64.0,אוזניות Anker Soundcore Space One Pro Bluetooth,519.0,1236640,1240770,headphones,False,hard_negative
אוזניות Xiaomi Redmi Buds 6 Play True Wireless,64.0,אוזניות  ‏אלחוטיות Sony WH-1000XM6,1277.0,1236640,1249659,headphones,False,hard_negative
אוזניות Anker Soundcore Space One Pro Bluetooth,519.0,אוזניות  ‏אלחוטיות Sony WH-1000XM6,1277.0,1240770,1249659,headphones,False,hard_negative
אוזניות Anker Soundcore Space One Pro Bluetooth,519.0,אוזניות Anker Soundcore Liberty 5 Bluetooth,330.0,1240770,1251814,headphones,False,hard_negative
אוזניות  ‏אלחוטיות Sony WH-1000XM6,1277.0,אוזניות Anker Soundcore Liberty 5 Bluetooth,330.0,1249659,1251814,headphones,False,hard_negative
